,customer_id,article_id
148,0291b7341d510fd571abf640a3c5ca7a374e6eb832a60961da02033b41b66735,['0656121001']
149,029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,"['0637255001', '0637255001', '0692454002', '0692454002', '0684588001', '0543729003', '0543729003', '0506110001', '0506110001', '0578311001', '0657128001', '0656719005', '0656719005', '0656719005', '0660618001', '0660618001', '0696447003']"
150,02a02c0969c67adde90ede610a54b365c31187872585eac40590c7327ebd7783,"['0657395001', '0699566001', '0660712012']"
151,02a5fec03154399f739b4f8fbf1a43a9899fbbb24fd93cc9fd4674cab11cda8e,['0653032007']
152,02ac1b454f4854ea273f870e32fa8f59faf2e46e0c24aecd45f44d8d06e98bd7,['0568066001']
153,02aeb94d25610a3887b078c7eaf7d1196d0f041719ddc02ada82395bc05825fd,"['0573626001', '0648385001']"
154,02b3db570d4063d8005de2fe1ba4d6fae39795dc37a993f0f6fba313f9a2a744,"['0624512003', '0558427001']"
155,02b4b6f6e43c3eccd8b8889330654519ac3c55e5fc2ec36091a416ec6471d9c6,['0672890004']
156,02b50a52742b3a894cd5d1381bd3f462c3e6eff30f9dde8640b3697db2fd024a,"['0639976002', '0613826004', '0568597009', '0639976005']"
157,02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,"['0651327001', '0682028003']"
158,02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,"['0668767002', '0685687001', '0685343001']"
159,02c13bb5a2502db80d1f18b7db8ac0e250df329ba2b4aa0ea64df812ef946d2e,['0639677001']
160,02c92ae97b966ec20080b6b2d15ffa768c8cbaceee45c329e89a78526b357f7f,"['0619075001', '0617878003']"
161,02c955452f97696cbb01186f456adc89f7dd9828c6e39012c400fd26cbda47b2,"['0590165002', '0500780006']"
162,02cca9fa806e222df1332afe49102f67cc35970a39471d4737c770e94e5dc492,"['0714373001', '0684890003', '0684890003']"
163,02d2cf9bcef0d10ae22bba38ee25c0192bc41d9a45b46ceab7467ca5a43f63c6,"['0399136023', '0518329007']"
164,02d37b5d9116efbc2dc6420de3b30376039e2af283beadcba3afc936e41ae715,['0684686001']
165,02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,"['0633130013', '0552471001', '0552471001', '0564358010', '0633130007', '0633130015', '0575141001', '0575141001', '0393447015', '0393447015', '0575347003', '0602409006', '0634037002', '0634037002', '0634037002', '0372576011', '0372576011']"
166,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,"['0316657008', '0679059001', '0684238002', '0680912011', '0555364003', '0635957003', '0571650001', '0640556001', '0662628001']"
167,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,"['0579541001', '0662868001', '0660599001', '0537688014', '0676990002', '0537346024', '0637515002']"
168,02eeb7d86c6d8dd801708091ed48bd654940c403ef12cfc10e4abc5eef90866a,"['0589924005', '0638553001', '0638553001']"
169,02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600,"['0552826001', '0631744003', '0651244001', '0621381011', '0592172007', '0573085004']"
170,02f3b09da6d49f6fc29547e4988e34eb9e0406cc53bb52d2ecf3b77e9e741a85,"['0409730006', '0640251003', '0659381001', '0680187001', '0649323001', '0651863001']"
171,02f64c00a1c75904920d7d0ce06c85dc30ce93b14147db8826fab00ab1d7a1f8,['0674079004']
172,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,"['0554450001', '0519583028', '0554450005', '0554450004']"
173,02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b,['0565373002']
174,03023b630d51f53fcfebbbb0182e20a51de1b0463a85e9b5eef540ceefa95434,['0685687004']
175,03047ce62398549486db59baa6ae4b75f1f34d2e5ed2c61ed4622d5f938bafb5,['0610662002']
176,030654e7a0c6b286996114368a92fd411cfa5f9d4afcbf4086b512b8b1fe6fd4,"['0549914002', '0575464004']"
177,030b237f78cdd4df9a13c92900a82db7a18afc7556f2c1e643bc008f0bf38ff8,['0610730016']
178,031087414c01a0524b5c9d121b98ef5a93f240db16392302bda5bb1e5e7bfb4d,"['0628466002', '0604349001', '0628466001']"
179,03126e45c08e82cd192b32cbddbeba63387e11e5531059d1e75b74a422f373b1,"['0378124009', '0378124009', '0573652001', '0630116002', '0663003005']"
180,03167db14498eeec75153c7e582f25925eeb861ce3e04be9b3b58d83d23559a0,"['0661610001', '0665477001', '0569974001', '0557246003', '0600229001', '0562245059', '0501820008', '0613246002', '0557247003', '0562245034']"
181,03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd,"['0617620001', '0671011001', '0549914003', '0612075002', '0642631003', '0635741001', '0534357005']"
182,0317efd288c703a2531d89567ac2c28321ef8a613b5d2485430c94633b37ca51,"['0428291001', '0654436002', '0507987001']"
183,031b1633a7b3df1b5c63487b254981b5dd3606d8d643e99345221577cf581fee,"['0624486006', '0662592002', '0624486009', '0591088001', '0625939013', '0625939013']"
184,031c4471e23612911bc9a372edfe3c50847aceb7d620b1d8c26d468cac10ed59,"['0618180001', '0537085011', '0575836002', '0613942006', '0647190002', '0619580001']"
185,031dacb19b2f7003ccc838290d15c933ecf916503c428c9205ed036373758415,['0479227020']
186,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,"['0591334003', '0637673006', '0399201024', '0399136009']"
187,032046d984f72fe8d5b3cb151932c5c3f5c9f67e6b1c619dabae39c684280519,['0632143002']
188,03264406f2f5ad204e822bf1de35bfd78a254b7ebfa7436a1fbb2dd6702cad3d,"['0631536007', '0552617006']"
189,032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9,"['0658298001', '0464679003']"
190,032c1158bed8eaa884e982247bce6ba12fbb46cc96db37f890363d5565443d65,"['0474088001', '0255396006', '0646592004', '0702072001', '0510126016', '0516712001', '0658030001']"
191,03337ab0f54594f4ce96bfa456869d2d01e4fd99b49f07039462737375a3916d,['0666006006']
192,0333d9ba2d726a88e105f58b664d0454ee8c3eb276c033241b31cabb69d522ae,['0666638003']
193,0335a03da8ef485dda6f0a3d38fd1a10f15a87f82f2ccdaf97fed2bbc4ee47f8,['0672590001']
194,03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448,"['0622295001', '0622295001', '0358483006', '0568863005', '0532578008', '0684400001']"
195,033ac0197a68724a4a1e2cd17910b8bc1caf97794624c5e965ad6b27b893e0ce,"['0555102005', '0555102001', '0591201001', '0562820006']"
196,03489cb329eeb471615a9a93c47aea3385a35bda120f1b66c2d58057550e0cea,"['0634015009', '0564786020', '0640021005', '0567993015', '0622618004', '0560270010']"
197,034f0c7ca393e5fad0a9d12f71c54e346fb65e9fcb2df69c081eec1e554307a1,"['0685687003', '0661162004']"
198,0352a685354a244ea57ec3a605fc4e4c3c84b4c708ea38347d90ea7564e7ace7,"['0622961001', '0615042004', '0519583015', '0561445026']"
199,0356c9f8f93ae3fac95c183d72bcc0730545b1a31732ed7086619496fc21f656,['0632534002']
200,0356f9016af790146e57d6da4ec0a3d8a4fc35380c22c2c2db11f89a7d8368e0,['0684890001']
201,035c146b4e3425ded9f666567f8e1f3b75f586988181b026ee98a1c790e51a97,['0638494001']
202,035f7a644366318ba089234153ff965dac19d68c607a9b87b47e19336b679b06,['0507910001']
203,0362038f50febc46a92c40379e85ba865535855c7e863384aebd5358d556d1f4,"['0495864003', '0703193001']"
204,03688ec91eaf4d8569ec00a450567f829e122b7a368ce6acc390c4685542d5ca,"['0567594001', '0537901001', '0653567001', '0567475004', '0567475004', '0588155002']"
205,0369aeafb7efe22cfa0fdf8290ee7ca3c2d53a54005b8c3f7ba60b1d365c3e9e,"['0645065001', '0637515003']"
206,03748d7daaf2bd87ca7202935269c3220f335d98bd0bc1bdce16c844f6e59a25,"['0594987005', '0211143022', '0629551004']"
207,037aac19361b0d06e6e9e47ba81d8524ee2b4f19a65e93c2a7728b1ab162a70c,"['0616337001', '0560325001']"
208,038281b9c1466627192e0af455bd4fb84bf15fda5061c88702a1a8cb1e4697bc,"['0464927013', '0662257001', '0611415003']"
209,0383e0ace6436d5a2b23efc570e14508274a7896a4bcdddce50783e47cd3d00c,['0627389006']
210,0384f1a2abd76923b5aba3c1614c6a3845f3b5dd585ca782ed537817f57e9db5,"['0653590001', '0617728002', '0620405001']"
211,0389e2e5ce41e5886aa49084beec73660c0092cd8d54bedcb70ec65d00c63ede,['0673776004']
212,03968a7930cc35ee91a55f06b42d6ddd716ee0f57547a0ed997e267f5cccafe3,['0522561002']
213,03a5702d7cb6348c937e600e495e020885a44463eb869c7a6fb40e6bd187afa5,['0607609001']
214,03a57e049f4ff7d0ab791077026775e4ae12e213a437905f4918f3be43098371,"['0666382003', '0691267004', '0675095002', '0675302002', '0685284001']"
215,03b9023f6752cfa45d1365e437fd07c9ac73a9c6f97d292814f66ef6309f9476,['0662630002']
216,03b958999ff992a3d2090445cb81b54cdfd13d1b057cff7e6398a9fcf2c1ffe7,"['0568601018', '0624050004', '0568597018']"
217,03cde6cebf0521a59472810ed9fb66c300c197a64c51f5473c99371e30280ef8,['0574120001']
218,03d0011487606c37c1b1ed147fc72f285a50c05f00b9712e0fc3da400c864296,"['0668766002', '0652946001', '0691275008']"
219,03d846993ebe0cef03c8fd8475a960ca78cff866e780556e8c6613ff3e3c0973,"['0401044012', '0574109015', '0568013001']"
220,03de367bf4b373ddf9963d3d7347a5dca4a2aa99df2065ba388be35fab0f1c99,"['0680492001', '0549262001']"
221,03dfeb591f1dee395aa5b498fcf8b12e3ffa72479f549a46a3e0ba55ebf8f9c6,['0649551016']
222,03ee4315d16cd08e50efadf194a22d20f0ecb37c2ba8f2ee0c318f1741b5e6b0,"['0663176006', '0699566001', '0645065014', '0663942008']"
223,03ef658609554eaefb7d558411f3db5da2fb951b930636e7286a715cc6c0943c,['0573716039']
224,03fe6234ee5446aacaf41c77be890197f5c40ab1c1419569ec0d16aa4a65bced,"['0517462001', '0644522001', '0637103001', '0612891001', '0644522002']"
225,03ff2c14c56358cfa899443fb55163bcac3cf67c2b5723d4628ba72b846f5f64,"['0597510001', '0597510001', '0575347003', '0665831002', '0665831002', '0697997001']"
226,040127192a2fd9ac2a7cbf9dd4cf452eea91f230b55b607756efef01d7b793c9,['0649671004']
227,04050a0433c9050f619b3b54ac4b63c14a2d8b5afe121e63f04cfa739eb7eac7,"['0561067003', '0675319001', '0458924011', '0596517001', '0658928001', '0244267029', '0500780008', '0609282001', '0699366001', '0611378001', '0597918001', '0672824006', '0592846001', '0583976001', '0572938002', '0551462007', '0522918026', '0297067002', '0615959001', '0638899001', '0646429001']"
228,040a73aad40b8a90b8c01d97ffc8594b30a619c7e15afaa51c926c51ff035d89,"['0681815003', '0613858005', '0639908001', '0571436010', '0489607003', '0568943001', '0529008026', '0681815001', '0605092009', '0635695001', '0399201011', '0611415005', '0670063001', '0571436009', '0670063002']"
229,0411ec52310f2e471a5daaaaaf03a9e7ef52cbb6a3e5d85bf0bd8c9f6428e144,['0577314002']
230,041945bc40e9eb39961b31ace67a72330407123def487ed680267dcd6a4f96a9,['0653114001']
231,041b31a7f12c6ccde9c1f2d9e8fd5cb960cdddffe289b443bb4326a47e506a51,"['0660174001', '0651912002', '0651912002', '0606983001', '0606983001']"
232,041f6c7b3be2bd8e8f34a007fee89e4db4e5844c5a0271f4ea148c5aa00492de,"['0565379021', '0522398023']"
233,042737c01c7d42acb84b5fdc26779883a694fb8ec782aa0119e6cef404930f8a,"['0635673002', '0583534009', '0583534009', '0583059002', '0615491005']"
234,044cf4faf79854a300e1203a5f4dbcd03585da1b194d0b0fba4ca13bd0661765,['0616086002']
235,0456515f18cdd341dbb0077191bcd67e9e7738d81ed4f9412f634f2ffa84b70b,"['0692210001', '0680715001']"
236,04573d1d88236664b9c68bd2e4e163467b53bea966bbd415edc4148ce72b9639,"['0646660003', '0590007003']"
237,0459981eff33731efeb58b5e818557fa32ea3fc1665746c596b8ebd5f00ac51a,"['0554772015', '0573284061', '0561445005', '0554772031']"
238,045c56f8b4fe091482792a6c8211dd32a31d10a4463abcfaf8d0aac167eff58b,"['0685687004', '0685687004', '0694589003']"
239,045d404289b03c469c2932100c2855bdaec86be5c7dbfb121702698804f6cdb2,"['0607154001', '0688873012']"
240,045f7ea13a544cff39bcff4b296602f6beccc24d02f472f2dffc1fe1859252b1,"['0186264014', '0685631001', '0523488001']"
241,0465ce750bdf4e7cd4c685e399eabfdf97be36287d77dd4b01058ae0daef742b,"['0562252028', '0562245059', '0562252014']"
242,046af07c0aaed65fd3934cd9056592fd314360c7f30d2308726e8dbda472d138,"['0325542015', '0666115001', '0655265002']"
243,046d18ede21914c134c22206bda0e043526e24e5e54a29c1f7eeebaa2c62c1cf,"['0678983002', '0678983008', '0569996010']"
244,048229b9d8af173feb062c4d5dc106cc2b70c98afd3cda2a88c30c5b95e16482,"['0662888003', '0595779002']"
245,048253dbbc77680407dd3978e530d50d417f89d2393a77da5179b79b127b629a,"['0657287001', '0678079002', '0678079002']"
246,048905017311f78c8cc673ac04dc1b90256daa24b859634133ad8fdf84976a08,"['0592180001', '0620083002']"
247,04901bc197bed482adcf7245ec330c77adb61fc11c63815cb9cdbd24075e7262,"['0541518004', '0650279001', '0650279002', '0630145001', '0653210010', '0484398001', '0637457001']"
248,0491c53266f9cbbebf462916afa25c791ee4b84bb9463316e95721f08e7e381d,['0573716010']
249,04951f9573963f9ec689ab583f26ef7fe11bf5a1be15217e8db3b2357ab2b83e,['0569929001']
250,049ffd6e9bfebb73ed9549b0520903ad6b705971ec0f471dfc1837e0514b7efa,['0568863005']
251,04a0ffb95fa578a3859837b5dd4f0582213e8787bb16143dc732f73825097d0c,"['0505230006', '0562245001', '0650696002']"
252,04a182e9bc4d4e0c54cf6fc8d4ba9a0e2186de746c8326c76fce5029a19bfbc2,"['0556379003', '0556379003', '0569933006']"
253,04ab1bca7705be163a7491ab834ed425c982263f2d8c1862b119f6d25f6f0e42,['0652696001']
254,04b6034da22ee8cefcd1b73d337f247b9eebfb84668fa76b1ccb96f22c8075fe,['0720384002']
255,04bfc8aae1af70063b52bab84e7cb137f0e13c53620a582e0106de6dd13518f6,['0664074001']
256,04c59dcc2794b24848199096a6af850e2c0289dad229f7674d29070364d7b19c,"['0654434002', '0654434002', '0654434002', '0660519003', '0654423002', '0664075005', '0664075005', '0664075005']"
257,04c73e4d85b62091a140665b6d38d4bb2cbe2c87863bb624267709cc4240027d,"['0555347001', '0555347001', '0555347001']"
258,04c930b22ccc2f8af6d416f599de070026fe04075b7a7c9f70c9020af60a57b7,['0516741007']
259,04c987267a952ecf592f6132580148d74eb4dc25093d009f69c87615b552e88f,['0663699001']
260,04cec5f3914316cc2ce4aff187970efa720436aeca0219bc97a95f7650965ad3,"['0611415001', '0680782001', '0661794002', '0495573006', '0580041001', '0619081001', '0611415005']"
261,04d058c96d7465609222c9179e2a52c173d47f946b257c9c8f0e77287932237a,"['0537346013', '0650193001', '0537346026']"
262,04d68a562184e2861f3e6c7caee2ffa8c34db703befeb6f65b95c40b34a130b6,['0560249001']
263,04db9585ba4e6c6bd7ab2f633736fc68035ff1001fedc075d7f22baf62c44098,"['0399201024', '0399201024', '0399201005', '0399201005', '0399136027', '0399136027']"
264,04df353b100c1cccb51675f94a6f67d55c4e7b993bdf625f68ff8416a5f83666,"['0338016001', '0633214001', '0378135036', '0309864002', '0416157003']"
265,04e35c9d410122fe8c05d0a3665761b06cf2d7515229654b4a8156880e66ee1f,['0552473025']
266,04e388b0762779011c9defba3e5f1fd9309872fe95e670e57dd4bd2073e00b1a,"['0635280002', '0608483007', '0607833002', '0663176005', '0523489001', '0562245058']"
267,04e758af6db374c73132772117b0e0738d7aa22e7c27c38dfca4216fa90448ae,['0617322003']
268,04f1b6911724ac43ea818b95ca8ed6b604ffecfe19d8a8abdb7dc5e5b2168042,"['0599559001', '0605164001', '0623471001', '0566904001', '0576770001']"
269,04f38557c7c3ec144a7f5e46a9e55526b2537311b2928d4adf5ea3dccc84310f,"['0569244002', '0622958003']"
270,04f4e99383e71a1f72cd6d7c87ef771631e0dfd2998217de0273266cbc081f8c,['0640252004']
271,04f8d3164273444b81731e044b1227ccb4d6430c4d8f6e5bb6f44f845178df40,['0687169001']
272,05045a3934ec16ae1549c3f2309803963cf649ece8e102f56b4c22557fe48bad,"['0562245001', '0562245004', '0562245018']"
273,050831bf6599221c91badaeca6807cc6544ac5d80ad8f363ac4770d6107fea15,['0633787001']
274,05093b8ac9f0d7654940a04b2a889ef65ddc94d0905bf9f64b419470a9e07e2c,"['0659302004', '0659295003']"
275,050a5f2898704098dfda90546654997ed9170cb1f59cf4853edac92f7246d4b3,"['0701398001', '0662741001']"
276,050b855d1f68bfcb226bb55f40fb55faa56575420883f7e0d8c35cb1f0c67598,"['0652747001', '0652730003', '0665481004', '0432566001']"
277,050dd417f7641f9292195218a76a1e8c200c2ef821974909d909ed2bb0851a78,"['0628930001', '0484398077', '0685687003']"
278,0513c5f8b629a1082b33237565c9ac64028ccac08c6fdd0f6ccfc5343b3e524f,"['0524825010', '0616030001', '0573716040', '0615092002', '0686631001', '0568808001']"
279,0516a71d30b5a85c446f439818a927a9af534b6df5e12ab080e0fd41787bd81a,"['0598795018', '0635473001']"
280,05177323caf4471a99441c6dc6a23f7ca314913e8cda96bf9b90ef80757e4053,"['0666656001', '0666656001']"
281,052ed4e484443d43d100dc9d071c02d5d0199849d37c3d8a3c5b60d205a238b5,['0651793004']
282,05303bc82456654fc660a726992ea85ea3609d89588ce09e7266bd785e1d9536,"['0568864003', '0521302006', '0644783001', '0644783001']"
283,053070ffd27651239c41ad9011888e0b7d9fc0892de672a5f6279998198595bb,['0633130017']
284,0538ad5c28a869b730aedb71620d2c4044c2b2ae1680f1a53cf47e4db9a7a35f,"['0568601016', '0568597016']"
285,05396049fe558c46bfa9bd60185a713742cf5df554cceaa7a70a91c8faf5ee40,['0464454004']
286,053d5b867154328292c3540f980a25732cecf70484a1487e0d1cf74a57154d60,['0657497006']
287,053f62a4e3a51d19a6156595d98930ca666e64ec01792e889618172fe4f2f5c5,"['0665294004', '0665294004', '0697329006', '0562245018', '0562245018', '0656719005', '0656719005', '0665384001', '0562245059']"
288,054508e8f2a59a4b43901b76e14e5433a6d788d589da3fef2d59585dfa37ea5c,"['0661147004', '0654772001', '0637549005']"
289,0546426ec65aab6cbf720fbea95b03d0e1d77ef95e260fa1aeb044f381a390a2,"['0642437005', '0633781015']"
290,054d2fdf39fafc6d65ca3eb34e806de6fd795c621670ce5e4337f0cb60ec7574,"['0599374003', '0669328001']"
291,0555f0db4a2694a62c7842440ca57a8e77812be9723c9b769ed0270a13dd6639,"['0610776007', '0610776002', '0690338002']"
292,05701e4bc2f83b8ebd680fc7984978a46d961a2eb4532ec4ae62561d8f4fdd12,"['0524529001', '0490793035', '0524529004']"
293,0572900f29ae47661f747295f52e6eaa274ef1ce124e319309c702924a195855,['0680186001']
294,0572ee4d4c148508a6a40bbb3349a8e6ca285097f3843e78e2395438fc19e304,"['0703193001', '0629758005']"
295,05756b93acb8fc226348c8e56375411205fd98ec189f65d918596b0011599d12,['0486462007']
296,05782ffcc182ffb964a509a471ee62e4ba5fd7eb857524a3539fa74bd79e168c,['0605365001']
297,057e275b214b3d97a8caa75a3b802bf2ffda4d490189a1b4271a7a38658556e3,['0504154016']
298,05887aca6a1742c97497dded62e474cc10b5c5d783eaffa4663e364e72a99d6e,['0691012001']
299,0592e247fc4388fe73eaacb8d8577e5d817b4b0c7e679cb9b5693d34744cdc88,"['0636421003', '0583558001', '0661308001', '0539878003', '0610234003', '0627101006', '0299733008', '0647190001', '0649683001', '0623474001']"
300,05943a58bd172641b80919a9bdf14012df940800bc74d0707abdd38efc1dd4f1,"['0648940001', '0661794001', '0661794001', '0661794002', '0661794002']"
301,059d4230aeb70d519fb5e5e5ec8f5efc6c3eaad65b06af8810c7fb6be64e20ab,['0516903005']
